Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
expose,reward_low_FN_rate,artificialNoAnomaly/art_daily_no_noise.csv,0.9935258769777379,0.0,0,3428,0,0,3428
expose,reward_low_FN_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.9935258769777379,0.0,0,3428,0,0,3428
expose,reward_low_FN_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.9935258769777379,-0.44,0,3424,4,0,3428
expose,reward_low_FN_rate,artificialNoAnomaly/art_flatline.csv,0.9935258769777379,0.0,0,3428,0,0,3428
expose,reward_low_FN_rate,artificialNoAnomaly/art_noisy.csv,0.9935258769777379,0.0,0,3428,0,0,3428
expose,reward_low_FN_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,0.9935258769777379,0.2561606643601463,1,3018,7,402,3428
expose,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.9935258769777379,-0.12430006601565369,2,3015,10,401,3428
expose,reward_low_FN_rate,artificialWithAnomaly/art_daily_jumpsup.csv,0.9935258769777379,0.41091596571144795,3,3020,5,400,3428
expose,reward_low_FN_rate,artificialWithAnomaly/art_daily_nojump.csv,0.9935258769777379,-2.588622080513991,0,3018,7,403,3428
expose,reward_low_FN_rate,artificialWithAnomaly/art_increase_spike_density.csv,0.9935258769777379,-2.0,0,3025,0,403,3428
expose,reward_low_FN_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,0.9935258769777379,-2.0,0,3025,0,403,3428
expose,reward_low_FN_rate,realAdExchange/exchange-2_cpc_results.csv,0.9935258769777379,-2.0,0,1218,0,163,1381
expose,reward_low_FN_rate,realAdExchange/exchange-2_cpm_results.csv,0.9935258769777379,-4.0,0,1219,0,162,1381
expose,reward_low_FN_rate,realAdExchange/exchange-3_cpc_results.csv,0.9935258769777379,-6.0,0,1155,0,153,1308
expose,reward_low_FN_rate,realAdExchange/exchange-3_cpm_results.csv,0.9935258769777379,-2.0,0,1155,0,153,1308
expose,reward_low_FN_rate,realAdExchange/exchange-4_cpc_results.csv,0.9935258769777379,-6.0,0,1232,0,165,1397
expose,reward_low_FN_rate,realAdExchange/exchange-4_cpm_results.csv,0.9935258769777379,-2.4835264248766826,3,1231,2,161,1397
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.9935258769777379,-4.0,0,3026,0,402,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.9935258769777379,-4.0,0,3026,0,402,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.9935258769777379,1.7231016041511955,2,3026,0,400,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.9935258769777379,-4.152540422300789,14,2974,51,389,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.9935258769777379,0.39262855318742607,5,3079,6,338,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.9935258769777379,0.7673127770158185,2,3024,1,401,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.9935258769777379,0.0,0,3428,0,0,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.9935258769777379,-4.478345857061789,9,2984,39,396,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.9935258769777379,-9.765080319834038,15,3447,101,458,4021
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.9935258769777379,-12.010611717146048,24,2909,114,381,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,0.9935258769777379,-2.0,0,3025,0,403,3428
expose,reward_low_FN_rate,realAWSCloudwatch/ec2_network_in_5abac7.csv,0.9935258769777379,-3.1081119165393307,14,3501,46,460,4021
expose,reward_low_FN_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,0.9935258769777379,-4.2174603744535375,0,3024,2,402,3428
expose,reward_low_FN_rate,realAWSCloudwatch/grok_asg_anomaly.csv,0.9935258769777379,2.0249599029182885,4,3458,5,461,3928
expose,reward_low_FN_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.9935258769777379,-4.0,0,931,0,126,1057
expose,reward_low_FN_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.9935258769777379,-1.1419843171687283,2,3026,0,400,3428
expose,reward_low_FN_rate,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.9935258769777379,1.5031016041511955,5,3024,2,397,3428
expose,reward_low_FN_rate,realKnownCause/ambient_temperature_system_failure.csv,0.9935258769777379,-4.0,0,5791,0,726,6517
expose,reward_low_FN_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.9935258769777379,-3.7555132590935125,5,15758,43,1494,17300
expose,reward_low_FN_rate,realKnownCause/ec2_request_latency_system_failure.csv,0.9935258769777379,2.498308132194933,7,3079,3,339,3428
expose,reward_low_FN_rate,realKnownCause/machine_temperature_system_failure.csv,0.9935258769777379,-5.985194836219234,5,19650,27,2263,21945
expose,reward_low_FN_rate,realKnownCause/nyc_taxi.csv,0.9935258769777379,-10.0,0,8535,0,1035,9570
expose,reward_low_FN_rate,realKnownCause/rogue_agent_key_hold.csv,0.9935258769777379,-4.0,0,1410,0,190,1600
